id,Disease,Year,Summed_Cost,Weighted_Prevalence
29,Acute Stress and Anxiety,2012,5878133.594,0.018891745
29,ADHD,2011,32970603.57,0.089079741
29,ADHD,2012,35767785.83,0.092413955
29,Allergies,2011,21749678.52,0.128483823
29,Allergies,2012,23074367.8,0.132632448
29,Asthma,2011,28103898.88,0.098384623
29,Asthma,2012,30090169.39,0.101717424
29,Autism,2011,3319320.376,0.006382861
29,Autism,2012,3676940.775,0.007305756
29,BiPolar,2011,9310905.639,0.015018373
29,BiPolar,2012,9571531.613,0.015189313
29,Chronic Mental Health,2011,6303274.179,0.016620945
29,Chronic Mental Health,2012,6590954.693,0.01720671
29,Chronic Stress,2011,2161401.077,0.005557146
29,Chronic Stress,2012,2471202.466,0.006169265
29,Conduct and Behavior,2011,12418670.45,0.038666247
29,Conduct and Behavior,2012,13229032.09,0.040138511
29,Conjunctivitis and Eye Diagnoses,2011,0,0
29,Conjunctivitis and Eye Diagnoses,2012,0,0
29,Dental Diagnoses,2011,7619124.273,0.030938391
29,Dental Diagnoses,2012,7442382.281,0.031297244
29,Depression,2011,15408991.15,0.029604973
29,Depression,2012,16435664.89,0.03387439
29,Depressive and Other Psychoses,2011,12007420.72,0.028286903
29,Depressive and Other Psychoses,2012,12939002.69,0.029558978
29,Developmental Language Disorder,2011,5082651.429,0.016894445
29,Developmental Language Disorder,2012,5509084.571,0.018126703
29,Developmental Speech and Learning,2011,5742058.453,0.026015998
29,Developmental Speech and Learning,2012,5897706.113,0.02423353
29,Diabetes2,2011,2311506.228,0.005242952
29,Diabetes2,2012,2418742.701,0.004896577
29,Epilepsy and Epilepsy Complex,2011,1224958.772,0.002930039
29,Epilepsy and Epilepsy Complex,2012,1456546.646,0.003100303
29,Major Mental Health,2011,47286668.33,0.06200518
29,Major Mental Health,2012,49275511.65,0.063772448
29,Psoriasis,2011,1548529.555,0.006176628
29,Psoriasis,2012,1469950.232,0.00520881
29,Schizophrenia,2011,10672915.54,0.022801975
29,Schizophrenia,2012,11214788.41,0.023240762
29,Social Problems,2011,16858599.87,0.051572602
29,Social Problems,2012,17133468.51,0.048243803
29,Upper Respiratory Infectons,2011,73499322.74,0.348439182
29,Upper Respiratory Infectons,2012,76038827.74,0.344486578
30,Acute Bronchitis and Bronchiolitis,2011,2328716.776,0.093699822
30,Acute Bronchitis and Bronchiolitis,2012,2372156.768,0.086176414
30,Acute Respiratory Diagnoses - Moderate,2011,1476249.744,0.030775041
30,Acute Respiratory Diagnoses - Moderate,2012,1600083.121,0.031131842
30,Acute Skin Diagnoses,2011,2294254.468,0.076589453
30,Acute Skin Diagnoses,2012,2843877.074,0.082375542
30,Acute Stress and Anxiety,2011,2669975.104,0.04473632
30,Acute Stress and Anxiety,2012,3453259.844,0.051595978
30,ADHD,2011,4938085.701,0.085463341
30,ADHD,2012,6331935.533,0.08883069
30,Allergies,2011,2121955.942,0.072063959
30,Allergies,2012,2346969.378,0.069897155
30,Asthma,2011,2606632.628,0.072751929
30,Asthma,2012,2771897.179,0.070129588
30,Autism,2011,600565.1634,0.008106102
30,Autism,2012,776693.3296,0.00931923
30,BiPolar,2011,1874998.657,0.016714367
30,BiPolar,2012,2545244.462,0.01608644
30,Chronic Mental Health,2011,3541578.36,0.0454563
30,Chronic Mental Health,2012,4427556.883,0.045004983
30,Chronic Stress,2011,1729246.41,0.023501354
30,Chronic Stress,2012,2110863.075,0.027853819
30,Conduct and Behavior,2011,4624120.448,0.062913404
30,Conduct and Behavior,2012,5819452.752,0.063950638
30,Conjunctivitis and Eye Diagnoses,2011,0,0
30,Conjunctivitis and Eye Diagnoses,2012,0,0
30,Dental Diagnoses,2011,2373397.988,0.069210193
30,Dental Diagnoses,2012,2829768.221,0.072003223
30,Depression,2011,3598412.478,0.050458153
30,Depression,2012,4631042.607,0.051427489
30,Depressive and Other Psychoses,2011,2489572.425,0.037389257
30,Depressive and Other Psychoses,2012,3493813.895,0.038072067
30,Developmental Language Disorder,2011,1424036.597,0.028847539
30,Developmental Language Disorder,2012,1785951.232,0.031072008
30,Developmental Speech and Learning,2011,1465913.944,0.033167025
30,Developmental Speech and Learning,2012,1840120.925,0.03728696
30,Diabetes2,2011,251225.8926,0.00363061
30,Diabetes2,2012,294331.1513,0.003610174
30,Epilepsy and Epilepsy Complex,2011,309076.8407,0.003944516
30,Epilepsy and Epilepsy Complex,2012,229285.7412,0.002935042
30,Major Mental Health,2011,14339480.47,0.102444572
30,Major Mental Health,2012,17998449.31,0.102556737
30,Psoriasis,2011,185876.8456,0.005049461
30,Psoriasis,2012,156282.8736,0.004306474
30,Schizophrenia,2011,1431044.135,0.014231247
30,Schizophrenia,2012,1846275.029,0.015097208
30,Social Problems,2011,988190.0274,0.017799396
30,Social Problems,2012,1363188.07,0.02316229
30,Upper Respiratory Infectons,2011,8949633.341,0.322636818
30,Upper Respiratory Infectons,2012,9182257.207,0.300836529
31,Acute Bronchitis and Bronchiolitis,2011,4628720.232,0.129883611
31,Acute Bronchitis and Bronchiolitis,2012,4330468.169,0.108847262
31,Acute Respiratory Diagnoses - Moderate,2011,2485757.414,0.030158772
31,Acute Respiratory Diagnoses - Moderate,2012,2803327.782,0.029926735
31,Acute Skin Diagnoses,2011,5189084.138,0.101879416
31,Acute Skin Diagnoses,2012,5697166.753,0.096390223
31,Acute Stress and Anxiety,2011,1315994.038,0.016905777
31,Acute Stress and Anxiety,2012,1446665.068,0.018575191
31,ADHD,2011,6641102.041,0.083171267
31,ADHD,2012,7668601.607,0.082256643
31,Allergies,2011,5278877.764,0.127494512
31,Allergies,2012,5898553.095,0.128747486
31,Asthma,2011,5389953.171,0.079611579
31,Asthma,2012,5980200.479,0.07931045
31,Autism,2011,463317.9827,0.003065905
31,Autism,2012,585443.5121,0.00333144
31,BiPolar,2011,1053161.277,0.009841002
31,BiPolar,2012,1271086.284,0.008383176
31,Chronic Mental Health,2011,693575.2666,0.008494031
31,Chronic Mental Health,2012,1023123.786,0.008186538
31,Chronic Stress,2011,527246.3479,0.005776098
31,Chronic Stress,2012,623915.6235,0.006564227
31,Conduct and Behavior,2011,3481261.498,0.038919138
31,Conduct and Behavior,2012,3970346.183,0.036797921
31,Conjunctivitis and Eye Diagnoses,2011,0,0
31,Conjunctivitis and Eye Diagnoses,2012,0,0
31,Dental Diagnoses,2011,31163382.9,0.579261914
31,Dental Diagnoses,2012,35204241.56,0.578629234
31,Depression,2011,2424754.397,0.028773761
31,Depression,2012,3036215.846,0.027378903
31,Depressive and Other Psychoses,2011,2363025.867,0.021614454
31,Depressive and Other Psychoses,2012,3044528.068,0.023165662
31,Developmental Language Disorder,2011,265602.5962,0.003112995
31,Developmental Language Disorder,2012,423058.0574,0.004861511
31,Developmental Speech and Learning,2011,333669.7132,0.005746851
31,Developmental Speech and Learning,2012,420501.5813,0.006551469
31,Diabetes2,2011,407859.0589,0.004139094
31,Diabetes2,2012,371026.2995,0.003673432
31,Epilepsy and Epilepsy Complex,2011,375351.6565,0.002790831
31,Epilepsy and Epilepsy Complex,2012,445687.4577,0.002432723
31,Major Mental Health,2011,10266028.9,0.056656784
31,Major Mental Health,2012,12060567.42,0.054202116
31,Psoriasis,2011,399166.1818,0.006704662
31,Psoriasis,2012,351695.5788,0.005400972
31,Schizophrenia,2011,2202724.681,0.02066146
31,Schizophrenia,2012,2711519.918,0.019360018
31,Social Problems,2011,516807.341,0.009441206
31,Social Problems,2012,462022.8101,0.006483681
31,Upper Respiratory Infectons,2011,16559386.62,0.394520177
31,Upper Respiratory Infectons,2012,17135910.76,0.359592314
32,Acute Bronchitis and Bronchiolitis,2011,2251274.499,0.111267346
32,Acute Bronchitis and Bronchiolitis,2012,2233425.235,0.090026128
32,Acute Respiratory Diagnoses - Moderate,2011,2175142.1,0.03137992
32,Acute Respiratory Diagnoses - Moderate,2012,2673951.51,0.028781785
32,Acute Skin Diagnoses,2011,2115852.687,0.073849945
32,Acute Skin Diagnoses,2012,2601398.487,0.074827693
32,Acute Stress and Anxiety,2011,1728660.843,0.020710216
32,Acute Stress and Anxiety,2012,2985272.409,0.024018111
32,ADHD,2011,5481138.51,0.048804359
32,ADHD,2012,7982639.074,0.052410981
32,Allergies,2011,3050360.515,0.103464028
32,Allergies,2012,3593363.078,0.093460979
32,Asthma,2011,3124958.737,0.071963431
32,Asthma,2012,4005455.712,0.074297299
32,Autism,2011,708153.0586,0.004957263
32,Autism,2012,889051.6002,0.006242448
32,BiPolar,2011,1466122.473,0.011965621
32,BiPolar,2012,2566199.791,0.011116822
32,Chronic Mental Health,2011,2979395.631,0.021220836
32,Chronic Mental Health,2012,4383596.996,0.026328435
32,Chronic Stress,2011,872876.8379,0.006189163
32,Chronic Stress,2012,1344723.389,0.006823707
32,Conduct and Behavior,2011,3827005.821,0.031157715
32,Conduct and Behavior,2012,6061985.127,0.032950641
32,Conjunctivitis and Eye Diagnoses,2011,0,0
32,Conjunctivitis and Eye Diagnoses,2012,0,0
32,Dental Diagnoses,2011,1776074.637,0.046697823
32,Dental Diagnoses,2012,2048308.887,0.050031294
32,Depression,2011,2424261.234,0.02230013
32,Depression,2012,3959798.593,0.022369969
32,Depressive and Other Psychoses,2011,3174006.227,0.023806182
32,Depressive and Other Psychoses,2012,6090050.362,0.028969798
32,Developmental Language Disorder,2011,9715905.648,0.030225638
32,Developmental Language Disorder,2012,10840999.34,0.034326012
32,Developmental Speech and Learning,2011,1033326.773,0.020715354
32,Developmental Speech and Learning,2012,1438432.99,0.013830345
32,Diabetes2,2011,246976.2378,0.00234384
32,Diabetes2,2012,346814.9521,0.002509906
32,Epilepsy and Epilepsy Complex,2011,379810.3251,0.002197674
32,Epilepsy and Epilepsy Complex,2012,477449.7054,0.002417073
32,Major Mental Health,2011,14313692.73,0.062683494
32,Major Mental Health,2012,23027145.28,0.068670639
32,Psoriasis,2011,96663.97263,0.001590196
32,Psoriasis,2012,166285.8011,0.002734768
32,Schizophrenia,2011,2288555.972,0.018727373
32,Schizophrenia,2012,3707229.059,0.019373542
32,Social Problems,2011,5982269.396,0.012100772
32,Social Problems,2012,6697226.753,0.012205843
32,Upper Respiratory Infectons,2011,6929242.901,0.305670091
32,Upper Respiratory Infectons,2012,8039192.442,0.299672876
33,Acute Bronchitis and Bronchiolitis,2011,1530875.952,0.057769399
33,Acute Bronchitis and Bronchiolitis,2012,1636751.124,0.058003266
33,Acute Respiratory Diagnoses - Moderate,2011,1541751.802,0.036405919
33,Acute Respiratory Diagnoses - Moderate,2012,1609964.089,0.036551189
33,Acute Skin Diagnoses,2011,3020241.239,0.096167022
33,Acute Skin Diagnoses,2012,3193410.881,0.100095375
33,Acute Stress and Anxiety,2011,2160569.81,0.037039773
33,Acute Stress and Anxiety,2012,2494113.775,0.041192978
33,ADHD,2011,7806565.363,0.106449248
33,ADHD,2012,8454761.782,0.107960016
33,Allergies,2011,2263080.762,0.075208114
33,Allergies,2012,2558376.957,0.077939384
33,Asthma,2011,3725942.453,0.090497884
33,Asthma,2012,3940708.388,0.089815335
33,Autism,2011,2678705.918,0.01238231
33,Autism,2012,2671967.909,0.013221173
33,BiPolar,2011,654445.0937,0.006778039
33,BiPolar,2012,568751.9735,0.005664814
33,Chronic Mental Health,2011,1044598.288,0.01546707
33,Chronic Mental Health,2012,1151761.24,0.015642132
33,Chronic Stress,2011,1261089.532,0.017504926
33,Chronic Stress,2012,1370876.272,0.019030347
33,Conduct and Behavior,2011,2936707.67,0.04284719
33,Conduct and Behavior,2012,3078119.47,0.042761391
33,Conjunctivitis and Eye Diagnoses,2011,0,0
33,Conjunctivitis and Eye Diagnoses,2012,0,0
33,Dental Diagnoses,2011,1524077.314,0.028004525
33,Dental Diagnoses,2012,1521484.929,0.028152675
33,Depression,2011,3099531.57,0.040494095
33,Depression,2012,3273180.712,0.041730318
33,Depressive and Other Psychoses,2011,1352597.458,0.021538697
33,Depressive and Other Psychoses,2012,1575200.941,0.022284457
33,Developmental Language Disorder,2011,1174886.043,0.014812122
33,Developmental Language Disorder,2012,1135186.989,0.014633547
33,Developmental Speech and Learning,2011,625122.1379,0.012433439
33,Developmental Speech and Learning,2012,825275.3222,0.014135971
33,Diabetes2,2011,436551.692,0.004978959
33,Diabetes2,2012,446745.4962,0.004592921
33,Epilepsy and Epilepsy Complex,2011,285687.7895,0.002856637
33,Epilepsy and Epilepsy Complex,2012,281597.2081,0.002265504
33,Major Mental Health,2011,9650944.381,0.063259752
33,Major Mental Health,2012,9707315.638,0.062068736
33,Psoriasis,2011,172392.0479,0.004396828
33,Psoriasis,2012,222098.0112,0.005264674
33,Schizophrenia,2011,1681736.118,0.015122702
33,Schizophrenia,2012,1578211.992,0.014053232
33,Social Problems,2011,2960227.461,0.053211208
33,Social Problems,2012,2740710.092,0.052511601
33,Upper Respiratory Infectons,2011,8377206.534,0.301326019
33,Upper Respiratory Infectons,2012,8567283.279,0.28986997
34,Acute Bronchitis and Bronchiolitis,2011,19216773.21,0.101853134
34,Acute Bronchitis and Bronchiolitis,2012,20538944.7,0.102578841
34,Acute Respiratory Diagnoses - Moderate,2011,15199705.09,0.050422161
34,Acute Respiratory Diagnoses - Moderate,2012,16000990.46,0.055025506
34,Acute Skin Diagnoses,2011,30524900.32,0.119244159
34,Acute Skin Diagnoses,2012,33527498.62,0.119862145
34,Acute Stress and Anxiety,2011,4556192.442,0.010969513
34,Acute Stress and Anxiety,2012,5699722.328,0.01138413
34,ADHD,2011,30844142.49,0.05192985
34,ADHD,2012,36058294.87,0.0541517
34,Allergies,2011,34358903.65,0.148080549
34,Allergies,2012,36682706.86,0.147161312
34,Asthma,2011,40831929.97,0.146444618
34,Asthma,2012,40747959.99,0.135242959
34,Autism,2011,9248772.503,0.008758718
34,Autism,2012,11697297.88,0.009614859
34,BiPolar,2011,3602733.378,0.004263907
34,BiPolar,2012,5125839.583,0.004106639
34,Chronic Mental Health,2011,19067382.92,0.027117868
34,Chronic Mental Health,2012,19703314.24,0.025394584
34,Chronic Stress,2011,1612352.868,0.002404626
34,Chronic Stress,2012,2343429.131,0.002644029
34,Conduct and Behavior,2011,19421327.14,0.026628911
34,Conduct and Behavior,2012,23848502.99,0.027047535
34,Conjunctivitis and Eye Diagnoses,2011,0,0
34,Conjunctivitis and Eye Diagnoses,2012,784.4475279,0
34,Dental Diagnoses,2011,6644348.581,0.029044584
34,Dental Diagnoses,2012,6575020.507,0.028118207
34,Depression,2011,7463658.716,0.011568701
34,Depression,2012,9233944.395,0.012381131
34,Depressive and Other Psychoses,2011,5846106.668,0.008268332
34,Depressive and Other Psychoses,2012,8357571.777,0.009312678
34,Developmental Language Disorder,2011,2657056.158,0.00826053
34,Developmental Language Disorder,2012,2966023.965,0.007919836
34,Developmental Speech and Learning,2011,8310490.171,0.017722604
34,Developmental Speech and Learning,2012,9420450.627,0.018520302
34,Diabetes2,2011,1781234.004,0.00685787
34,Diabetes2,2012,1725154.801,0.008959029
34,Epilepsy and Epilepsy Complex,2011,1577891.077,0.002825852
34,Epilepsy and Epilepsy Complex,2012,1523841.778,0.002905178
34,Major Mental Health,2011,48473834.72,0.035824305
34,Major Mental Health,2012,55392810.3,0.036038963
34,Psoriasis,2011,1432069.216,0.005134479
34,Psoriasis,2012,1472378.07,0.005112645
34,Schizophrenia,2011,7332209.356,0.008969768
34,Schizophrenia,2012,8517101.37,0.009150548
34,Social Problems,2011,6763327.07,0.013100625
34,Social Problems,2012,9146253.965,0.01405578
34,Upper Respiratory Infectons,2011,103806334,0.413424087
34,Upper Respiratory Infectons,2012,107913237.5,0.406872186
35,Acute Bronchitis and Bronchiolitis,2011,10887033.67,0.081593012
35,Acute Bronchitis and Bronchiolitis,2012,11269301.61,0.088095923
35,Acute Respiratory Diagnoses - Moderate,2011,7039390.275,0.044135895
35,Acute Respiratory Diagnoses - Moderate,2012,7104101.285,0.045399732
35,Acute Skin Diagnoses,2011,12327079.04,0.076104176
35,Acute Skin Diagnoses,2012,12519550.63,0.081337745
35,Acute Stress and Anxiety,2011,2648885.102,0.020725589
35,Acute Stress and Anxiety,2012,2851658.842,0.024043901
35,ADHD,2011,7841345.417,0.047580599
35,ADHD,2012,8099277.035,0.04987923
35,Allergies,2011,17651809.64,0.139208344
35,Allergies,2012,18658558.18,0.150270875
35,Asthma,2011,11959350.14,0.085564043
35,Asthma,2012,12513790.2,0.093566607
35,Autism,2011,1346366.744,0.004254847
35,Autism,2012,1585365.858,0.004602486
35,BiPolar,2011,795701.8076,0.007432042
35,BiPolar,2012,682511.9158,0.006050262
35,Chronic Mental Health,2011,1823667.638,0.014486638
35,Chronic Mental Health,2012,2043774.875,0.016844353
35,Chronic Stress,2011,832869.5774,0.008273538
35,Chronic Stress,2012,989272.2891,0.010657939
35,Conduct and Behavior,2011,3978035.466,0.029809322
35,Conduct and Behavior,2012,3992904.642,0.031366553
35,Conjunctivitis and Eye Diagnoses,2011,117.8181818,0
35,Conjunctivitis and Eye Diagnoses,2012,0,0
35,Dental Diagnoses,2011,7656570.241,0.06432047
35,Dental Diagnoses,2012,7727098.52,0.060826959
35,Depression,2011,3047145.502,0.023284263
35,Depression,2012,3055332.659,0.024393396
35,Depressive and Other Psychoses,2011,2276099.346,0.020168211
35,Depressive and Other Psychoses,2012,2340982.319,0.021621569
35,Developmental Language Disorder,2011,14106007.03,0.050331942
35,Developmental Language Disorder,2012,14433455.64,0.051781897
35,Developmental Speech and Learning,2011,9305411.171,0.040099217
35,Developmental Speech and Learning,2012,9341933.581,0.041073266
35,Diabetes2,2011,509442.6478,0.004124677
35,Diabetes2,2012,486058.2434,0.004049557
35,Epilepsy and Epilepsy Complex,2011,420622.3956,0.002476195
35,Epilepsy and Epilepsy Complex,2012,390231.7605,0.002255346
35,Major Mental Health,2011,10964307.94,0.043681554
35,Major Mental Health,2012,11250323.45,0.046635893
35,Psoriasis,2011,661596.1663,0.004578585
35,Psoriasis,2012,686649.0251,0.004879309
35,Schizophrenia,2011,1216023.128,0.007897612
35,Schizophrenia,2012,1101367.506,0.007809833
35,Social Problems,2011,3865663.543,0.023276762
35,Social Problems,2012,5212974.725,0.028576999
35,Upper Respiratory Infectons,2011,62011040.41,0.368645899
35,Upper Respiratory Infectons,2012,60461626.56,0.37258051
36,Acute Bronchitis and Bronchiolitis,2011,53379926.12,0.070917976
36,Acute Bronchitis and Bronchiolitis,2012,51256953.37,0.072637579
36,Acute Respiratory Diagnoses - Moderate,2011,48654955.18,0.042725595
36,Acute Respiratory Diagnoses - Moderate,2012,47262256.29,0.042017209
36,Acute Skin Diagnoses,2011,90283027.1,0.097084329
36,Acute Skin Diagnoses,2012,103791044.4,0.111733029
36,Acute Stress and Anxiety,2011,12687865.28,0.011992009
36,Acute Stress and Anxiety,2012,17479949.02,0.015044554
36,ADHD,2011,87706448.8,0.062212822
36,ADHD,2012,97674388.98,0.066724131
36,Allergies,2011,81433467.73,0.101413821
36,Allergies,2012,92246301.99,0.116284747
36,Asthma,2011,120211399.7,0.113707617
36,Asthma,2012,123011853.6,0.117431856
36,Autism,2011,23478646.91,0.007094432
36,Autism,2012,30039924.09,0.008848645
36,BiPolar,2011,15063506.89,0.006652301
36,BiPolar,2012,21026708.77,0.006358529
36,Chronic Mental Health,2011,7360543.33,0.004747927
36,Chronic Mental Health,2012,9894558.756,0.006396619
36,Chronic Stress,2011,5981873.656,0.003769286
36,Chronic Stress,2012,8425886.205,0.005829443
36,Conduct and Behavior,2011,35606819.67,0.024723194
36,Conduct and Behavior,2012,47815311.84,0.027514604
36,Conjunctivitis and Eye Diagnoses,2011,0,0
36,Conjunctivitis and Eye Diagnoses,2012,0,0
36,Dental Diagnoses,2011,58477093.03,0.07715197
36,Dental Diagnoses,2012,68478886.11,0.062483553
36,Depression,2011,21968901,0.016364972
36,Depression,2012,27766248.88,0.01807926
36,Depressive and Other Psychoses,2011,26941122.81,0.014214425
36,Depressive and Other Psychoses,2012,37998505.05,0.016518366
36,Developmental Language Disorder,2011,19625613.23,0.011693016
36,Developmental Language Disorder,2012,43327797.63,0.025672624
36,Developmental Speech and Learning,2011,27182450.49,0.015664387
36,Developmental Speech and Learning,2012,35844323.42,0.021006447
36,Diabetes2,2011,7662217.074,0.004395775
36,Diabetes2,2012,8638657.645,0.004945108
36,Epilepsy and Epilepsy Complex,2011,6475225.305,0.002634966
36,Epilepsy and Epilepsy Complex,2012,7548935.623,0.002761012
36,Major Mental Health,2011,122505690.5,0.034703721
36,Major Mental Health,2012,154875471,0.036907295
36,Psoriasis,2011,4385725.834,0.004180361
36,Psoriasis,2012,4455363.657,0.004704683
36,Schizophrenia,2011,27821300.86,0.014201756
36,Schizophrenia,2012,39599308.94,0.014679544
36,Social Problems,2011,7061790.079,0.006651128
36,Social Problems,2012,9073645.285,0.007632362
36,Upper Respiratory Infectons,2011,285359832.4,0.332778225
36,Upper Respiratory Infectons,2012,295547412.6,0.345328253
37,Acute Bronchitis and Bronchiolitis,2011,25806434.27,0.096932232
37,Acute Bronchitis and Bronchiolitis,2012,30534679.41,0.106368523
37,Acute Respiratory Diagnoses - Moderate,2011,19369246.52,0.045553327
37,Acute Respiratory Diagnoses - Moderate,2012,21390576.51,0.046914999
37,Acute Skin Diagnoses,2011,37655710.71,0.115365154
37,Acute Skin Diagnoses,2012,42400003.8,0.117815084
37,Acute Stress and Anxiety,2011,13718106.27,0.022163357
37,Acute Stress and Anxiety,2012,15866779.6,0.023185069
37,ADHD,2011,70436717.85,0.102513661
37,ADHD,2012,81789675.84,0.099937359
37,Allergies,2011,47132663.28,0.154153219
37,Allergies,2012,54272640.24,0.158761219
37,Asthma,2011,44420254.31,0.111443716
37,Asthma,2012,49412873.49,0.113572542
37,Autism,2011,9697174.219,0.007412055
37,Autism,2012,10834913.14,0.007169201
37,BiPolar,2011,8661255.371,0.007832562
37,BiPolar,2012,10339641.52,0.00613512
37,Chronic Mental Health,2011,8397428.766,0.009372119
37,Chronic Mental Health,2012,10156478.4,0.009796191
37,Chronic Stress,2011,4354828.165,0.004963624
37,Chronic Stress,2012,4664588.624,0.004486443
37,Conduct and Behavior,2011,46223809.75,0.056721609
37,Conduct and Behavior,2012,50977085.92,0.052831577
37,Conjunctivitis and Eye Diagnoses,2011,0,0
37,Conjunctivitis and Eye Diagnoses,2012,139,0
37,Dental Diagnoses,2011,14652154.94,0.032252714
37,Dental Diagnoses,2012,15356718.39,0.031949735
37,Depression,2011,18572487,0.021384509
37,Depression,2012,21653957.1,0.018942407
37,Depressive and Other Psychoses,2011,16490457.03,0.019017984
37,Depressive and Other Psychoses,2012,19724643.11,0.017262792
37,Developmental Language Disorder,2011,30034462.16,0.047978236
37,Developmental Language Disorder,2012,30628309.56,0.043957662
37,Developmental Speech and Learning,2011,14041195.42,0.03063994
37,Developmental Speech and Learning,2012,14871581,0.029690098
37,Diabetes2,2011,3171462.335,0.004223078
37,Diabetes2,2012,4010839.184,0.004232865
37,Epilepsy and Epilepsy Complex,2011,3621999.291,0.003471562
37,Epilepsy and Epilepsy Complex,2012,3734690.892,0.003172826
37,Major Mental Health,2011,105556176.2,0.061520727
37,Major Mental Health,2012,118972979.1,0.05895321
37,Psoriasis,2011,2588745.73,0.006464638
37,Psoriasis,2012,2771631.672,0.006296241
37,Schizophrenia,2011,13028230.1,0.013280031
37,Schizophrenia,2012,16444751.13,0.012248602
37,Social Problems,2011,7641598.145,0.020038104
37,Social Problems,2012,6694898.034,0.010885836
37,Upper Respiratory Infectons,2011,104921590.7,0.369155186
37,Upper Respiratory Infectons,2012,114918864.1,0.370032415
38,Acute Bronchitis and Bronchiolitis,2011,1461886.412,0.114108803
38,Acute Bronchitis and Bronchiolitis,2012,1415538.533,0.105725959
38,Acute Respiratory Diagnoses - Moderate,2011,856329.6323,0.025815752
38,Acute Respiratory Diagnoses - Moderate,2012,1114031.886,0.026163759
38,Acute Skin Diagnoses,2011,1476347.965,0.099068874
38,Acute Skin Diagnoses,2012,1717521.663,0.095601104
38,Acute Stress and Anxiety,2011,706229.369,0.025578588
38,Acute Stress and Anxiety,2012,1186811.701,0.027165115
38,ADHD,2011,2317205.737,0.10042387
38,ADHD,2012,3393547.558,0.101267287
38,Allergies,2011,1075693.736,0.072052608
38,Allergies,2012,1319607.215,0.077110933
38,Asthma,2011,1420300.778,0.081689592
38,Asthma,2012,1737400.715,0.078531411
38,Autism,2011,349672.0554,0.005659301
38,Autism,2012,726149.9501,0.006256382
38,BiPolar,2011,237491.9729,0.005494457
38,BiPolar,2012,481364.989,0.00558941
38,Chronic Mental Health,2011,486271.3607,0.011786656
38,Chronic Mental Health,2012,633616.2333,0.010842567
38,Chronic Stress,2011,311920.8818,0.009725731
38,Chronic Stress,2012,579283.8058,0.010146788
38,Conduct and Behavior,2011,1164155.582,0.038082387
38,Conduct and Behavior,2012,1720982.261,0.039710387
38,Conjunctivitis and Eye Diagnoses,2011,0,0
38,Conjunctivitis and Eye Diagnoses,2012,0,0
38,Dental Diagnoses,2011,871659.8406,0.058931486
38,Dental Diagnoses,2012,1092481.788,0.057618204
38,Depression,2011,1220031.446,0.036862641
38,Depression,2012,1938339.764,0.038737828
38,Depressive and Other Psychoses,2011,856905.2824,0.022876631
38,Depressive and Other Psychoses,2012,1406195.107,0.023135438
38,Developmental Language Disorder,2011,557035.6081,0.015043436
38,Developmental Language Disorder,2012,677244.5701,0.017187622
38,Developmental Speech and Learning,2011,454310.0164,0.015400759
38,Developmental Speech and Learning,2012,492716.9778,0.015087506
38,Diabetes2,2011,116542.809,0.003055079
38,Diabetes2,2012,192228.201,0.003438262
38,Epilepsy and Epilepsy Complex,2011,110528.7777,0.002392102
38,Epilepsy and Epilepsy Complex,2012,147544.4191,0.00166563
38,Major Mental Health,2011,3106201.881,0.046491305
38,Major Mental Health,2012,5136463.779,0.046075254
38,Psoriasis,2011,71682.46979,0.004637836
38,Psoriasis,2012,72129.59976,0.003459567
38,Schizophrenia,2011,500990.6081,0.011649741
38,Schizophrenia,2012,1197258.21,0.012419589
38,Social Problems,2011,548758.4,0.0192151
38,Social Problems,2012,647694.6169,0.017840934
38,Upper Respiratory Infectons,2011,4881461.517,0.37272928
38,Upper Respiratory Infectons,2012,4844654.07,0.336532367
39,Acute Bronchitis and Bronchiolitis,2011,27449615.46,0.059851033
39,Acute Bronchitis and Bronchiolitis,2012,34000180.54,0.076809839
39,Acute Respiratory Diagnoses - Moderate,2011,24616083.65,0.035762614
39,Acute Respiratory Diagnoses - Moderate,2012,19992707.12,0.037667647
39,Acute Skin Diagnoses,2011,54476229.86,0.089798988
39,Acute Skin Diagnoses,2012,64508642.07,0.11775105
39,Acute Stress and Anxiety,2011,9218283.714,0.013497975
39,Acute Stress and Anxiety,2012,10464575.59,0.018186581
39,ADHD,2011,71995254.77,0.091417305
39,ADHD,2012,59816203.8,0.096395235
39,Allergies,2011,37011058.92,0.07758968
39,Allergies,2012,40213652.55,0.096821539
39,Asthma,2011,55164130.19,0.089408622
39,Asthma,2012,47203746.7,0.100685
39,Autism,2011,7457948.795,0.006171068
39,Autism,2012,7339629.321,0.006605702
39,BiPolar,2011,7597415.334,0.008161691
39,BiPolar,2012,5902081.607,0.007437665
39,Chronic Mental Health,2011,6093312.532,0.007064371
39,Chronic Mental Health,2012,6150378.085,0.007821121
39,Chronic Stress,2011,4787907.385,0.004701757
39,Chronic Stress,2012,5173276.506,0.006222661
39,Conduct and Behavior,2011,27704867.02,0.039501622
39,Conduct and Behavior,2012,28839399.49,0.045581935
39,Conjunctivitis and Eye Diagnoses,2011,0,0
39,Conjunctivitis and Eye Diagnoses,2012,0,0
39,Dental Diagnoses,2011,14679474.37,0.033267406
39,Dental Diagnoses,2012,16590970.72,0.036908657
39,Depression,2011,19665774.9,0.022852451
39,Depression,2012,18742610.13,0.025152802
